ms,features,map,requested_nm,commanded_nm,limit_nm,fuel_multiplier,ethanol_filtered,dtcs,limp,launch,shift
6860,15,2,245.00000,0.00000,0.00000,1.49781,84.99646,4,0,0,0
6880,15,2,245.00000,0.00000,0.00000,1.49781,84.99660,4,0,0,0
6900,15,2,245.00000,0.00000,0.00000,1.49781,84.99673,4,0,0,0
6920,15,2,245.00000,0.00000,0.00000,1.49781,84.99686,4,0,0,0
6940,15,2,245.00000,0.00000,0.00000,1.49782,84.99698,4,0,0,0
6960,15,2,245.00000,0.00000,0.00000,1.49782,84.99709,4,0,0,0
6980,15,2,245.00000,0.00000,0.00000,1.49782,84.99721,4,0,0,0
7000,15,2,245.00000,2.00000,350.00000,1.49782,84.99731,4,0,0,0
7020,15,2,245.00000,4.00000,350.00000,1.49782,84.99742,4,0,0,0
7040,15,2,245.00000,6.00000,350.00000,1.49782,84.99752,4,0,0,0
7060,15,2,245.00000,8.00000,350.00000,1.49782,84.99762,4,0,0,0
7080,15,2,245.00000,10.00000,350.00000,1.49782,84.99771,4,0,0,0
7100,15,2,245.00000,12.00000,350.00000,1.49782,84.99780,4,0,0,0
7120,15,2,245.00000,14.00000,350.00000,1.49782,84.99789,4,0,0,0
7140,15,2,245.00000,16.00000,350.00000,1.49782,84.99797,4,0,0,0
7160,15,2,245.00000,18.00000,350.00000,1.49782,84.99805,4,0,0,0
7180,15,2,245.00000,20.00000,350.00000,1.49782,84.99812,4,0,0,0
7200,15,2,245.00000,22.00000,60.00000,1.49782,84.99812,5,1,0,0
7220,15,2,245.00000,24.00000,60.00000,1.49782,84.99812,5,1,0,0
7240,15,2,245.00000,26.00000,60.00000,1.49782,84.99812,5,1,0,0
7260,15,2,245.00000,28.00000,60.00000,1.49782,84.99812,5,1,0,0
7280,15,2,245.00000,30.00000,60.00000,1.49782,84.99812,5,1,0,0
7300,15,2,245.00000,32.00000,60.00000,1.49782,84.99812,5,1,0,0
7320,15,2,245.00000,34.00000,60.00000,1.49782,84.99812,5,1,0,0
7340,15,2,245.00000,36.00000,60.00000,1.49782,84.99812,5,1,0,0
7360,15,2,245.00000,38.00000,60.00000,1.49782,84.99812,5,1,0,0
7380,15,2,245.00000,40.00000,60.00000,1.49782,84.99812,5,1,0,0
7400,15,2,245.00000,42.00000,60.00000,1.49782,84.99812,5,1,0,0
7420,15,2,245.00000,44.00000,60.00000,1.49782,84.99812,5,1,0,0
7440,15,2,245.00000,46.00000,60.00000,1.49782,84.99812,5,1,0,0
7460,15,2,245.00000,48.00000,60.00000,1.49782,84.99812,5,1,0,0
7480,15,2,245.00000,50.00000,60.00000,1.49782,84.99812,5,1,0,0
7500,15,2,245.00000,52.00000,60.00000,1.49782,84.99812,5,1,0,0
7520,15,2,245.00000,54.00000,60.00000,1.49782,84.99812,5,1,0,0
7540,15,2,245.00000,56.00000,60.00000,1.49782,84.99812,5,1,0,0
7560,15,2,245.00000,58.00000,60.00000,1.49782,84.99812,5,1,0,0
7580,15,2,245.00000,60.00000,60.00000,1.49782,84.99812,5,1,0,0
7600,15,2,245.00000,62.00000,350.00000,1.49783,84.99819,5,0,0,0
7620,15,2,245.00000,64.00000,350.00000,1.49783,84.99826,5,0,0,0
7640,15,2,245.00000,66.00000,350.00000,1.49783,84.99833,5,0,0,0
7660,15,2,245.00000,68.00000,350.00000,1.49783,84.99839,5,0,0,0
7680,15,2,245.00000,70.00000,350.00000,1.49783,84.99845,5,0,0,0
7700,15,2,245.00000,72.00000,350.00000,1.49783,84.99851,5,0,0,0
7720,15,2,245.00000,74.00000,350.00000,1.49783,84.99857,5,0,0,0
7740,15,2,245.00000,76.00000,350.00000,1.49783,84.99863,5,0,0,0
7760,15,2,245.00000,78.00000,350.00000,1.49783,84.99868,5,0,0,0
7780,15,2,245.00000,80.00000,350.00000,1.49783,84.99873,5,0,0,0
7800,15,2,245.00000,82.00000,350.00000,1.49783,84.99878,5,0,0,0
7820,15,2,245.00000,84.00000,350.00000,1.49783,84.99883,5,0,0,0
7840,15,2,245.00000,86.00000,350.00000,1.49783,84.99887,5,0,0,0
7860,15,2,245.00000,88.00000,350.00000,1.49783,84.99892,5,0,0,0
7880,15,2,245.00000,60.00000,60.00000,1.49783,84.99895,7,1,0,0
7900,15,2,245.00000,60.00000,60.00000,1.49783,84.99899,7,1,0,0
7920,15,2,245.00000,60.00000,60.00000,1.49783,84.99903,7,1,0,0
7940,15,2,245.00000,60.00000,60.00000,1.49783,84.99907,7,1,0,0
7960,15,2,245.00000,60.00000,60.00000,1.49783,84.99911,7,1,0,0
7980,15,2,245.00000,60.00000,60.00000,1.49783,84.99915,7,1,0,0
8000,15,2,245.00000,60.00000,60.00000,1.49783,84.99918,7,1,0,0
8020,15,2,245.00000,60.00000,60.00000,1.49783,84.99921,7,1,0,0
8040,15,2,245.00000,60.00000,60.00000,1.49783,84.99924,7,1,0,0
8060,15,2,245.00000,60.00000,60.00000,1.49783,84.99927,7,1,0,0
8080,15,2,245.00000,60.00000,60.00000,1.49783,84.99930,7,1,0,0
8100,15,2,245.00000,60.00000,60.00000,1.49783,84.99933,7,1,0,0
8120,15,2,245.00000,60.00000,60.00000,1.49783,84.99935,7,1,0,0
8140,15,2,245.00000,60.00000,60.00000,1.49784,84.99937,7,1,0,0
8160,15,2,245.00000,60.00000,60.00000,1.49784,84.99940,7,1,0,0
8180,15,2,245.00000,60.00000,60.00000,1.49784,84.99942,7,1,0,0
8200,15,2,245.00000,60.00000,60.00000,1.49784,84.99944,7,1,0,0
8220,15,2,245.00000,60.00000,60.00000,1.49784,84.99947,7,1,0,0
8240,15,2,245.00000,60.00000,60.00000,1.49784,84.99949,7,1,0,0
8260,15,2,245.00000,60.00000,60.00000,1.49784,84.99951,7,1,0,0
8280,15,2,245.00000,60.00000,60.00000,1.49784,84.99953,7,1,0,0
8300,15,2,245.00000,60.00000,60.00000,1.49784,84.99954,7,1,0,0
8320,15,2,245.00000,60.00000,60.00000,1.49784,84.99956,7,1,0,0
8340,15,2,245.00000,60.00000,60.00000,1.49784,84.99957,7,1,0,0
8360,15,2,245.00000,60.00000,60.00000,1.49784,84.99959,7,1,0,0
8380,15,2,245.00000,60.00000,60.00000,1.49784,84.99960,7,1,0,0
8400,15,2,245.00000,60.00000,60.00000,1.49784,84.99962,7,1,0,0
